,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Day_Perc_Change,Trend
64,PNB,EQ,2017-08-14,140.35,141.5,143.8,140.35,143.35,143.2,142.22,5282514,751283516.3,30158,1107335,20.96,August,2017,0.020306376914855706,Slight or No change
65,PNB,EQ,2017-08-16,143.2,143.9,149.1,140.7,148.8,147.55,143.77,8003091,1150585706.4,39086,807207,10.09,August,2017,0.030377094972067198,Slight or No change
66,PNB,EQ,2017-08-17,147.55,148.1,150.1,145.5,146.35,146.3,147.76,8384523,1238916848.0,35949,1326789,15.82,August,2017,-0.008471704506946787,Slight or No change
67,PNB,EQ,2017-08-18,146.3,144.0,144.5,140.7,141.8,142.15,142.17,9195713,1307342821.9,50483,1441031,15.67,August,2017,-0.028366370471633706,Slight or No change
68,PNB,EQ,2017-08-21,142.15,143.0,143.9,136.8,137.6,137.6,140.59,9064019,1274294900.4,50025,2188902,24.15,August,2017,-0.03200844178684492,Slight or No change
69,PNB,EQ,2017-08-22,137.6,139.0,139.5,135.65,138.2,138.0,137.56,9256850,1273395512.6,53563,987686,10.67,August,2017,0.0029069767441860517,Slight or No change
70,PNB,EQ,2017-08-23,138.0,139.0,143.1,138.25,142.6,142.65,141.41,9488136,1341696842.05,59355,1438038,15.16,August,2017,0.033695652173913127,Slight or No change
71,PNB,EQ,2017-08-24,142.65,141.5,145.5,140.25,143.9,144.3,142.72,8742823,1247799862.05,46316,1451701,16.6,August,2017,0.0115667718191379,Slight or No change
72,PNB,EQ,2017-08-28,144.3,144.3,145.95,143.95,144.9,144.85,144.79,5356187,775547858.05,39925,1568571,29.29,August,2017,0.003811503811503636,Slight or No change
73,PNB,EQ,2017-08-29,144.85,143.25,145.4,140.25,141.0,141.0,142.97,6956667,994610565.7,54584,1965266,28.25,August,2017,-0.026579219882637117,Slight or No change
74,PNB,EQ,2017-08-30,141.0,142.25,143.35,141.3,143.05,142.5,142.43,4286281,610515829.9,18619,1301616,30.37,August,2017,0.010638297872340496,Slight or No change
75,PNB,EQ,2017-08-31,142.5,142.6,145.0,141.4,143.8,143.8,142.83,8964249,1280355814.3,34594,3323063,37.07,August,2017,0.009122807017543977,Slight or No change
76,PNB,EQ,2017-09-01,143.8,144.1,145.8,143.9,144.3,144.45,144.78,5319966,770221192.35,22288,930797,17.5,September,2017,0.004520166898470013,Slight or No change
77,PNB,EQ,2017-09-04,144.45,144.5,145.4,141.6,142.5,142.65,143.36,4522734,648361091.95,20150,346679,7.67,September,2017,-0.012461059190031043,Slight or No change
78,PNB,EQ,2017-09-05,142.65,143.3,143.9,142.4,143.55,143.6,143.38,3193574,457905020.4,14574,372378,11.66,September,2017,0.00665965650192768,Slight or No change
79,PNB,EQ,2017-09-06,143.6,142.25,142.6,138.35,138.7,139.0,139.87,12625243,1765901861.25,43368,5719430,45.3,September,2017,-0.03203342618384397,Slight or No change
80,PNB,EQ,2017-09-07,139.0,140.4,140.4,137.55,139.0,138.95,138.98,8834660,1227860778.85,37615,2411057,27.29,September,2017,-0.0003597122302159139,Slight or No change
81,PNB,EQ,2017-09-08,138.95,139.4,139.8,137.1,137.75,137.85,138.24,4807096,664550906.65,22975,686279,14.28,September,2017,-0.007916516732637602,Slight or No change
82,PNB,EQ,2017-09-11,137.85,138.9,139.5,137.75,138.3,138.15,138.6,3593970,498110788.35,19592,728489,20.27,September,2017,0.0021762785636563198,Slight or No change
83,PNB,EQ,2017-09-12,138.15,139.4,142.0,138.0,141.7,141.5,140.58,7355454,1034054076.65,44047,2264538,30.79,September,2017,0.024249004705030774,Slight or No change
84,PNB,EQ,2017-09-13,141.5,141.95,144.8,141.15,143.35,143.0,143.42,6517642,934782219.05,33534,1821470,27.95,September,2017,0.010600706713780994,Slight or No change
85,PNB,EQ,2017-09-14,143.0,143.0,145.8,143.0,145.35,145.25,144.77,6985935,1011374692.45,32205,2035250,29.13,September,2017,0.01573426573426584,Slight or No change
86,PNB,EQ,2017-09-15,145.25,144.2,146.4,143.6,144.05,144.65,144.71,5237646,757929785.4,23604,1317793,25.16,September,2017,-0.004130808950085996,Slight or No change
